title,authors,average_rating,isbn,isbn13,publication_date,publisher
My Movie Business,John Irving,3.34,0552998680,9780552998680,10/5/2000,Black Swan
犬夜叉 26,Rumiko Takahashi,4.28,4091256465,9784091256461,6/18/2002,小学館
Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Zak Smith/Steve Erickson,4.1,0977312798,9780977312795,11/30/2006,Tin House Books
Asylum (Blackstone Chronicles  #6),John Saul,4.1,0449227944,9780449227947,6/3/1997,Fawcett
A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,0449213307,9780449213308,7/12/1987,Fawcett
The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,4.47,0618260226,9780618260225,11/6/2002,Mariner Books
Suffer the Little Children (Commissario Brunetti  #16),Donna Leon,3.79,087113960X,9780871139603,5/10/2007,Atlantic Monthly Press
Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.99,0553583166,9780553583168,7/30/2002,Bantam
Common Herbs for Natural Health,Juliette De Bairacli Levy/Heather  Wood,4.45,0961462094,9780961462093,4/11/1996,Ash Tree Publishing
To Sail Beyond the Sunset,Robert A. Heinlein,3.87,0441748600,9780441748600,6/1/1988,Ace Books
El Diablo Cojuelo,Luis Vélez de Guevara,3.06,8437604826,9788437604824,1/11/2007,Cátedra
O Príncipe Caspian (As Crónicas de Nárnia  #4),C.S. Lewis/Pauline Baynes/Ana Falcão Bastos,3.97,9722330977,9789722330978,10/11/2003,Editorial Presença
Morrigan's Cross (Circle Trilogy  #1),Nora Roberts,4.14,0515141658,9780515141658,8/29/2006,Jove
The Twelve Kingdoms: Sea of Shadow (The Twelve Kingdoms  #1),Fuyumi Ono/小野 不由美/Akihiro Yamada/山田 章博/Elye J. Alexander/Alexander O. Smith,4.2,1598169467,9781598169461,3/13/2007,TokyoPop
The Man Who Changed Everything: The Life of James Clerk Maxwell,Basil Mahon,4.13,0470861711,9780470861714,10/15/2004,Wiley
The Music of Dolphins,Karen Hesse,3.82,0590897985,9780590897983,2/1/1998,Scholastic Paperbacks
Fads and Fallacies in the Name of Science,Martin Gardner,4.06,0486203948,9780486203942,6/1/1957,Dover Publications (NY)
William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,4.25,0618433252,9780618433254,11/9/2006,Houghton Mifflin Harcourt
Eat Right 4 Your Type,Peter J. D'Adamo/Catherine Whitney,3.57,071267716X,9780712677165,4/2/1998,Century
The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,0571224385,9780571224388,10/27/2009,Harper Perennial
Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson/Gerald Jay Sussman/Julie Sussman,4.45,0262510871,9780262510875,7/25/1996,MIT Press
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,0385423357,9780385423359,9/17/1997,Anchor Books
Dornen des Glücks (Das Erbe von Foxworth Hall  #3),V.C. Andrews/Michael Görden,3.77,3442552966,9783442552962,9/1/2002,Goldmann
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,0140369260,9780140369267,5/1/1995,Puffin Books
Images and Symbols: Studies in Religious Symbolism,Mircea Eliade/Philip Mairet,4.16,069102068X,9780691020686,6/25/1991,Princeton University Press (NJ)
Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen,3.6,1575662450,9781575662459,1/1/1998,Kensington
Qué Se Puede Esperar Cuando Se Está Esperando,Heidi Murkoff/Arlene Eisenberg,3.77,076113686X,9780761136866,1/31/2006,Workman Publishing Company
Batman: Inferno,Alexander C. Irvine,3.63,0345479459,9780345479457,10/31/2006,Del Rey
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,0393324818,9780393324815,3/17/2004,W. W. Norton  Company
Introduction to Documentary,Bill Nichols,3.79,0253214696,9780253214690,11/12/2001,Indiana University Press
The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),Fred Saberhagen,3.81,0812511182,9780812511185,6/15/1991,Tom Doherty Associates
Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,3.77,0425198731,9780425198735,9/7/2004,Berkley
Secrets of the Scorpion,Jed Carleton/Shawn Carman/Seth Mason/Robert    Lee/Travis Heerman/Aaron Medwin/Matthew S. Armstrong/D.J. Trindle/Cris Dornaus/Eric Steiger,3.68,1887953795,9781887953795,4/1/2003,Alderac Entertainment Group (AEG)
Hard Candy,Angela Knight/Sheri Gilmore/Morgan Hawke,3.99,1596321288,9781596321281,6/30/2005,Loose Id  LLC
Becoming a Contagious Christian Leader's Guide: Communicating Your Faith in a Style That Fits You,Mark Mittelberg/Lee Strobel,3.75,0310257867,9780310257868,2/12/2007,Zondervan
Enduring Love,Ian McEwan,3.63,0099481243,9780099481249,10/28/2004,Vintage
When She Was Good,Philip Roth,3.53,0679759255,9780679759256,1/31/1995,Vintage
Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,Michio Kaku,4.18,1400033721,9781400033720,2/14/2006,Anchor
Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,3.16,8489367159,9788489367159,11/1/2006,Umbriel
The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,0140150811,9780140150810,5/26/1977,Penguin Books
Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,3.93,0375705244,9780375705243,2/5/2002,BALLANTINE BOOKS
The Wild Trees: A Story of Passion and Daring,Richard   Preston,4.09,1400064899,9781400064892,8/23/2007,Random House (NY)
The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain,4.37,0312361750,9780312361754,10/17/2006,Picador USA
CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,3.85,0822001837,9780822001836,11/26/1965,Cliffs Notes
The Case of the Marshmallow Monster (Jigsaw Jones  #11),James Preller/R.W. Alley,3.92,0439184738,9780439184731,3/1/2001,Scholastic Paperbacks
Der Prophet,Kahlil Gibran,4.23,3530268038,9783530268034,9/1/2001,Benziger
The Silmarillion,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,3.92,0618391118,9780618391110,11/15/2004,Houghton Mifflin Company
The Child in Time,Ian McEwan,3.58,0385497520,9780385497527,11/2/1999,Anchor
The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,0060920084,9780060920081,8/28/1990,William Morrow Paperbacks
The Languages of Tolkien's Middle-Earth,Ruth S. Noel/J.R.R. Tolkien,3.98,0395291305,9780395291306,5/28/1980,Houghton Mifflin Company
The Meanest Doll in the World (Doll People  #2),Ann M. Martin/Laura Godwin/Brian Selznick,3.96,0786852976,9780786852970,5/15/2005,Little  Brown Books for Young Readers
The Art of Maurice Sendak,Selma G. Lanes,4.43,0810980630,9780810980631,9/1/1998,Harry N. Abrams
El ojo de fuego,Lewis Perdue,3.66,848974615X,9788489746152,2/1/2007,Puzzle-Via Magna
La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,3.9,9681317084,9789681317089,5/30/2004,Editorial Diana
The Algebraist,Iain M. Banks,4.02,1597800449,9781597800440,6/1/2006,Night Shade Books
Wild Fire (The Hot Zone  #3),Debra Cowan,3.86,0373274742,9780373274741,1/31/2006,Silhouette Books
Dear Sister (Sweet Valley High  #7),Francine Pascal/Kate William,3.53,0553276727,9780553276725,11/1/1984,Bantam Books
Gilda Joyce: Psychic Investigator (Gilda Joyce  #1),Jennifer Allison,3.89,0142406988,9780142406984,11/23/2006,Puffin Books
The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,3.85,0345334248,9780345334244,4/12/1979,Ballantine Books
Mine  All Mine!: A Book About Pronouns,Ruth Heller,4.09,0698117972,9780698117976,10/1/1999,Puffin Books
The Female Brain,Louann Brizendine,3.83,0767920090,9780767920094,8/1/2006,Morgan Road Books
A Short History of World War II,James L. Stokesbury,3.95,0688085873,9780688085872,1/1/1980,William Morrow Paperbacks
Something Rotten (Thursday Next  #4),Jasper Fforde,4.16,014303541X,9780143035411,7/26/2005,Penguin Books
Veil: The Secret Wars of the CIA 1981-1987,Bob Woodward,3.67,0743274032,9780743274036,7/1/2005,Simon & Schuster
The Cricket in Times Square,George Selden/Garth Williams,4.02,0440228891,9780440228899,5/11/1999,Yearling
The Awakening (Vampire Huntress  #2),L.A. Banks,4.0,0312987021,9780312987022,12/28/2004,St. Martin's Paperbacks
The Full Matilda,David Haynes,4.0,0767915690,9780767915694,5/11/2004,Broadway Books
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,0140714545,9780140714548,12/1/2001,Penguin Books
A Caribbean Mystery,Agatha Christie/Rosalind Ayres,3.8,1572705493,9781572705494,10/9/2006,Audiogo
Star Wars: Clone Wars  Volume 6: On the Fields of Battle,John Ostrander/Jan Duursema,4.04,1593073526,9781593073527,8/2/2005,Dark Horse Books
Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Jenny Wormald,3.72,1860645887,9781860645884,5/4/2001,Tauris Parke Paperbacks
Evelina,Frances Burney/Edward A. Bloom,3.67,0192840312,9780192840318,7/18/2002,Oxford University Press
Underworld (Underworld  #1),Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,4.09,0743480716,9780743480710,8/26/2003,Pocket Star Books
The Builders,Maeve Binchy,3.97,1902602684,9781902602684,11/1/2006,New Island Books
Them: Adventures with Extremists,Jon Ronson,3.95,0743233212,9780743233217,1/7/2003,Simon  Schuster
Macbeth,William Shakespeare/Roma Gill,3.9,0198321465,9780198321460,1/20/2005,Oxford University Press
The Black Tower (Adam Dalgliesh #5),P.D. James,4.0,0743219619,9780743219617,10/2/2001,Scribner
Slider,Patrick Robinson,4.13,006058033X,9780060580339,4/27/2004,It Books
The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92,0679783199,9780679783190,9/12/2000,Random House
The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,4.32,0192835092,9780192835093,8/20/1998,Oxford University Press
Мастер и Маргарита,Mikhail Bulgakov/Михаил Булгаков,4.3,5040019521,9785040019526,9/28/2004,Эксмо
Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9781400034543,10/12/2004,Vintage
Clouds,Aristophanes/Kenneth James Dover,3.75,0199120099,9780199120093,12/15/1969,Oxford University Press  USA
Chicago Stories,James T. Farrell/Charles Fanning,3.89,0252019814,9780252019814,6/1/1998,University of Illinois Press
North of South: An African Journey,Shiva Naipaul,3.89,0140188266,9780140188264,9/26/1996,Penguin Classics
Reflex,Dick Francis,4.07,0425206955,9780425206959,10/4/2005,G.P. Putnam's Sons
Chop Shop (Bug Man  #2),Tim Downs,4.22,1582294011,9781582294018,7/1/2004,Howard Books
Stone of Farewell (Memory  Sorrow  and Thorn  #2),Tad Williams,4.09,0756402972,9780756402976,4/1/2005,Daw Books
Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,042518238X,9780425182383,4/1/2001,Berkley Publishing
Madouc (Lyonesse  #3),Jack Vance,4.15,0441505325,9780441505326,8/1/1991,Ace Books
My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,0671019872,9780671019877,10/28/2003,Pocket Books
Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9780140097351,7/7/1987,Penguin Books
Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,3.54,1840466383,9781840466386,5/10/2001,Totem Books
Relativity: The Special and the General Theory: The Masterpiece Science Edition,Albert Einstein/Roger Penrose/Robert Geroch/David C. Cassidy,4.18,0131862618,9780131862616,4/1/2005,Pi Press
We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,0060255080,9780060255084,1/1/1989,HarperCollins Publishers
What Dreams May Come,Richard Matheson,3.95,0765308703,9780765308702,1/1/2004,Tor Books
Crónica de una muerte anunciada,Gabriel García Márquez,3.97,1400034957,9781400034956,10/14/2003,Vintage Espanol
King Richard II,William Shakespeare/Andrew Gurr,3.77,0521532485,9780521532488,5/5/2003,Cambridge University Press
Archie Americana Series: Best of the Eighties  Vol. 1,George Gladir/John L. Goldwater/Steve Geppi/Michael I. Silberkleit,3.91,1879794063,9781879794061,6/26/2001,Archie Comics
Homo faber: Ein Bericht.,Max Frisch,3.74,3458340440,9783458340447,1/1/1995,Insel
Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.04,0062507540,9780062507549,6/9/2009,HarperOne
The Twenty-Seventh City,Jonathan Franzen,3.12,0312420145,9780312420147,9/8/2001,Picador USA
Adieu  Chunky Rice,Craig Thompson,3.8,2840558599,9782840558590,6/20/2002,Delcourt
Drums of Autumn (Outlander  #4),Diana Gabaldon,4.35,0385335989,9780385335980,8/7/2001,Delta
The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,3.82,0865165467,9780865165465,2/21/2003,Bolchazy-Carducci Publishers
There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro/Jared Lee/Skip Hinnant,3.85,0439895561,9780439895569,8/13/2006,Scholastic Audio Books
Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,J.R.R. Tolkien,4.05,0007105045,9780007105045,2/5/2001,HarperCollins Publishers Ltd
The American Campaign: U.S. Presidential Campaigns and the National Vote,James E. Campbell,5.0,089096940X,9780890969403,5/1/2000,Texas A&M University Press
Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11),Hiromu Arakawa/Akira Watanabe,4.59,1421508389,9781421508382,1/16/2007,VIZ Media LLC
The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,Wesley Martin/Frankie Frankeny,3.86,0811828034,9780811828031,7/1/2000,Chronicle Books
Var the Stick (Battle Circle  #2),Piers Anthony,3.76,0552097365,9780552097369,3/21/1975,Corgi
The Worm Ouroboros,E.R. Eddison/Keith   Henderson,3.71,0486447405,9780486447407,4/28/2006,Dover Publications
Civil Disobedience and Other Essays,Henry David Thoreau,4.06,1420925229,9781420925227,1/1/2005,Digireads.com
Herzog on Herzog,Paul Cronin,4.45,0571207081,9780571207084,7/9/2003,Farrar  Straus and Giroux
Mansfield Park,Jane Austen/James Kinsley/Jane Stabler,3.86,019280264X,9780192802644,10/2/2003,Oxford University Press
Children of the Night (Diana Tregarde  #2),Mercedes Lackey,3.94,0765313189,9780765313188,8/1/2005,St. Martins Press-3PL
You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger,Michael F. Roizen/Mehmet C. Oz,3.82,0060765313,9780060765316,1/1/2005,Collins Publishers
The Good Soldier,Ford Madox Ford/Frank Kermode,3.72,1593082681,9781593082680,3/28/2005,Barnes  Noble Classics
Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14),Hiromu Arakawa/Akira Watanabe,4.59,142151379X,9781421513799,8/14/2007,VIZ Media LLC
American Splendor: Another Day,Harvey Pekar/Ty Templeton/Eddie Campbell/Hilary Barta,3.71,1401212352,9781401212353,4/7/2007,Vertigo
Sylvia,Leonard Michaels/Diane Johnson,3.86,0374271070,9780374271077,5/29/2007,Farrar  Straus and Giroux
The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen/Tina Blythe/Gene Thompson-Grove,4.0,0807744689,9780807744680,4/29/2004,Teachers College Press
Collected Poems,Chinua Achebe,3.74,1400076587,9781400076581,1/16/2009,Anchor Books
Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,3.3,0743249291,9780743249294,7/2/2003,Washington Square Press
The Seventh Gate (The Death Gate Cycle  #7),Margaret Weis/Tracy Hickman,4.11,055357325X,9780553573251,12/1/1995,Spectra
The Magic Finger,Roald Dahl/Quentin Blake,3.68,0141311290,9780141311296,4/5/2001,Puffin Books
Star Wars:  The New Essential Guide to Characters,Daniel  Wallace/Michael Sutfin,3.98,0345449002,9780345449009,4/23/2002,Del Rey
Practical Demonkeeping (Pine Cove  #1),Christopher Moore,3.83,0060735422,9780060735425,5/25/2004,Perennial / William Morrow / HarperCollins
Poems From The Hobbit,J.R.R. Tolkien,4.3,0618009345,9780618009343,12/13/1999,Houghton Mifflin Harcourt
A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,4.25,0395547032,9780395547038,2/4/1991,Mariner Books
Image-Music-Text,Roland Barthes/Stephen Heath,4.1,0006861350,9780006861355,9/13/1993,Fontana Press
Existentialists and Mystics: Writings on Philosophy and Literature,Iris Murdoch/George Steiner/Peter J. Conradi,4.1,0140264922,9780140264920,7/1/1999,Penguin
The Little Fire Engine,Lois Lenski,3.56,0375810706,9780375810701,10/24/2000,Random House Books for Young Readers
The Martian Chronicles,Ray Bradbury/Ian  Miller,4.14,0553011804,9780553011807,12/1/2006,Bantam Books
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,0785268839,9780785268833,4/1/2001,Thomas Nelson
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,1590171802,9781590171806,8/1/2006,New York Review of Books
My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,3.79,0743487699,9780743487696,3/4/2009,Pocket Books
The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,0415926300,9780415926300,3/25/2000,Routledge
Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,3.38,1584281340,9781584281344,7/1/2004,Amherst Media
Mr. Mulliner Speaking,P.G. Wodehouse,4.01,1841591386,9781841591384,3/3/2005,Everyman Library / Overlook Press
Journey to Ixtlan,Carlos Castañeda,4.12,0671732463,9780671732462,2/1/1991,Washington Square Press
The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,4.14,0451203267,9780451203267,6/1/2001,Signet
The Book of Ruth,Jane Hamilton,3.85,0385265700,9780385265706,12/1/1989,Anchor Books
Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4.0,0907129072,9780907129073,3/14/2008,Roxford Books
The Black Sheep,Honoré de Balzac/Donald Adamson,3.99,0140442375,9780140442373,5/27/1976,Penguin Classics
Stand on Zanzibar,John Brunner,3.96,1857988361,9781857988369,8/12/1999,Gollancz
The Psychology of Winning,Denis Waitley,4.21,0425099997,9780425099995,10/15/1986,Berkley
Five on a Treasure Island (Famous Five  #1),Enid Blyton,4.09,0340796146,9780340796146,6/14/2001,Hodder
The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,4.09,159448192X,9781594481925,2/7/2006,Riverhead Books
Peter Pan And Wendy,J.M. Barrie/Ken Geist,4.08,0439672570,9780439672573,10/1/2004,Orchard Books
Une oeuvre déchirante d'un génie renversant,Dave Eggers/Michelle Herpe-Volinsky,3.68,2290328243,9782290328248,4/10/2003,J'ai lu
Young Men and Fire,Norman Maclean,4.08,0226500624,9780226500621,11/5/1993,University Of Chicago Press
The Lion's Game (John Corey  #2),Nelson DeMille,4.19,0446679097,9780446679091,1/1/2002,Grand Central Publishing
Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,4.0,0684844257,9780684844251,5/22/1998,Simon  Schuster
Inner Circle (Carol Ashton Mysteries  #8),Claire McNab,3.74,156280135X,9781562801359,10/1/1996,Naiad Press
Xanth: The Quest for Magic (Xanth  #1-3),Piers Anthony,4.06,034545328X,9780345453280,10/29/2002,Del Rey
Mein Urgroßvater  die Helden und ich,James Krüss,4.3,3551552711,9783551552716,12/1/2002,Carlsen
Godslayer (The Sundering  #2),Jacqueline Carey,3.7,076535098X,9780765350985,6/27/2006,Tor Books
Thinking Visually (Basics Illustration  #1),Mark Wigan,3.62,2940373159,9782940373154,12/20/2006,AVA Publishing
